name	lat	long	start_time	end_time	attending_count	type,id
Retropath! presents PINK FLAMINGOS with Mink Stole in attendance!	43.65533	-79.4145	2017-11-05T20:00:00-0500	2017-11-05T22:00:00-0500	323	public	114201025888753
Hoop Flow - 80's Dance (Drills) Party!	43.68099	-79.33699	2017-11-02T19:30:00-0400	2017-11-02T20:30:00-0400	5	public	139653036667049
Black Star: 100 Years of Black Excellence on the Big Screen	43.64665	-79.39041	2017-11-03T18:30:00-0400	2017-12-22T20:30:00-0500	121	public	1550074838365010
Vikings: The Exhibition	43.668204810109	-79.394891309561	2017-11-04T10:00:00-0400	2018-04-02T17:30:00-0400	459	public	1906166459636676
Jo Passed at The Baby G	43.649988176046	-79.435293674469	2017-10-31T20:00:00-0400		23	public	1725303994442623
Error
After Effects Introduction: Part 2 of 2	43.64775	-79.39471	2017-11-02T18:00:00-0400	2017-11-02T21:00:00-0400	0	public	1931366367114532
5th Annual Halloween Social	43.66487	-79.32425	2017-10-31T09:30:00-0400	2017-10-31T11:00:00-0400	1	public	986622511477128
PSA Pub Night: Our Biggest Party of the Year	43.65888	-79.39376	2017-11-03T21:00:00-0400	2017-11-04T02:00:00-0400	26	public	350728112039292
Empower YOUth Conference (for High School Students)	43.65973	-79.39631	2017-11-04T08:30:00-0400	2017-11-04T17:00:00-0400	25	public	123607791616790
Regular Dodgeball Halloween Hangover	43.66444	-79.38883	2017-11-02T18:00:00-0400	2017-11-02T21:00:00-0400	9	public	129184747812683
Global Vaccines & Vaccination Summit	43.8539823622	-78.9532394471	2017-11-01T14:00:00-0400	2017-11-02T17:00:00-0400	0	public	264194717326078
Fall Family Camp	43.75259	-79.45134	2017-11-03T18:30:00-0400	2017-11-05T13:30:00-0500	4	public	374101839685358
YAS KWEEN | Ethnic Women Funny	43.66187	-79.42495	2017-11-02T21:30:00-0400	2017-11-02T23:00:00-0400	22	public	390806148005833
The Bridge Between the Arts	43.64946	-79.44403	2017-11-02T20:00:00-0400	2017-11-02T23:00:00-0400	0	public	1319185151538160
Meet the Artist Mary Wong at her new show 'Breathe'	43.67296	-79.32001	2017-11-04T19:00:00-0400	2017-11-04T21:00:00-0400	15	public	419403061795383
The 'B' Girls, Pale Lips, Chris Houston Au GoGo, The Trash Bags	43.64959	-79.395	2017-11-04T21:30:00-0400	2017-11-05T01:00:00-0400	110	public	271992383301823
Art Guild Of Scarborough Show And Sale	43.774515022004	-79.236803290132	2017-11-04T10:00:00-0400	2017-11-05T17:00:00-0500	5	public	1504779966280762
JDL To Counter The Pro Hamas Rally Re: Balfour Declaration	43.660842241968	-79.384579199932	2017-11-02T17:00:00-0400	2017-11-02T19:00:00-0400	11	public	353420261752616
Volleyball Doubleheader vs Trent (Men's Home Opener)	43.6669	-79.3983	2017-11-03T18:00:00-0400	2017-11-03T22:00:00-0400	28	public	152225312044514
Halloween Sale and Tarot Reading Party! Oct 31st 10 am - 8 PM	43.66246	-79.40559	2017-10-31T10:00:00-0400	2017-10-31T20:00:00-0400	4	public	182460428981435
The Rocky Horror Picture Show - Halloween Extravaganza! 4 Shows!	43.6655	-79.41053	2017-10-27T23:30:00-0400	2017-11-01T12:45:00-0400	149	public	491638531220737
Guns N' Roses: Not In This Lifetime Tour	43.643269208632	-79.379430504235	2017-10-30T19:30:00-0400		703	public	481127212229465
Cruciamentum, Thantifaxath, Paroxsihzem & The Long Dark Road	43.6521323	-79.4075529	2017-11-02T19:30:00-0400		115	public	1196454767127865
Protest Balfour Declaration	43.660842241968	-79.384579199932	2017-11-02T17:00:00-0400	2017-11-02T19:00:00-0400	38	public	783891008462227
Error
Ecclesia Launch Party	43.6929299	-79.53266	2017-11-04T18:00:00-0400		21	public	877492209092658
Fall Community Hot Cleanse	43.5955658	-79.5296783	2017-11-01T09:00:00-0400	2017-11-03T19:00:00-0400	3	public	1644081318977801
Emilia Diaz Concert: Violeta Sessions	43.64959	-79.43453	2017-11-05T13:00:00-0500	2017-11-05T16:00:00-0500	9	public	2217991118427900
VFS Acting Program Live Audition Tour | Toronto	43.65003	-79.35926	2017-11-02T10:00:00-0400	2017-11-02T16:00:00-0400	0	public	121482778535856
8th Annual Legacy Symposium for Young Professionals	43.6577117	-79.3782652	2017-11-05T11:00:00-0500		74	public	1736917326611959
Watercolor Sketchbook Bookinding Workshop w Jazmin Cordon-Ibanez	43.65355	-79.39014	2017-10-31T14:00:00-0400	2017-10-31T16:00:00-0400	9	public	460666341001314
The Grown Men ~ Remember, Remember, the 4th of November	43.67009	-79.30082	2017-11-04T15:00:00-0400	2017-11-04T19:00:00-0400	16	public	371848116604420
Elliott BROOD at The Horseshoe Tavern	43.6491	-79.39584	2017-11-04T20:00:00-0400	2017-11-04T23:59:00-0400	15	public	132385327415233
Rachel MacFarlane | Visiting Artist Lecture Series	43.783852193353	-79.187608089213	2017-10-31T13:00:00-0400	2017-10-31T14:00:00-0400	13	public	135258787210279
Toronto FC Conference Semi-Final Match	43.632778	-79.418611	2017-11-05T15:00:00-0500		807	public	550993321917441
Beatsync & Voltzwagon at 3030	43.6658788	-79.4704324	2017-11-02T19:30:00-0400	2017-11-02T22:30:00-0400	30	public	358875421202445
November Regular Meeting 2017	43.70238	-79.35366	2017-11-02T19:30:00-0400	2017-11-02T22:30:00-0400	2	public	2169534973273630
New Creation Conference	43.7751499	-79.35132	2017-11-03T18:00:00-0400	2017-11-05T13:00:00-0500	18	public	127691994559265
Error
Ollie, Girl Friday, Funk the System, Howlin Circus	43.66523	-79.40941	2017-11-02T20:00:00-0400	2017-11-03T01:00:00-0400	25	public	351210351992793
Library Training: Online Databases	43.65992	-79.43398	2017-10-31T18:00:00-0400	2017-10-31T19:30:00-0400	0	public	1971051446446180
Halloween FoodFair	43.64915	-79.3933799	2017-10-31T18:00:00-0400	2017-10-31T22:00:00-0400	20	public	487608231601323
Introductory Mom & Baby Latin Dance Fitness Class	43.66604	-79.40567	2017-10-31T12:00:00-0400	2017-10-31T12:45:00-0400	2	public	282656132232085
Big Gumbo: An Untitled Halloween Premiere of Live Video Comedy	43.66131	-79.42789	2017-10-31T20:00:00-0400	2017-10-31T21:10:00-0400	11	public	350730672016241
Battle Round B — Rivoli	43.64959	-79.395	2017-11-03T19:00:00-0400	2017-11-03T23:00:00-0400	4	public	120382855306004
Toronto South East Presbytery Colloquim	43.77418	-79.17956	2017-11-02T09:00:00-0400	2017-11-02T21:00:00-0400	0	public	124250931621640
The Très Bien Ensemble & Penny Blacks (NB) at The Dakota Tavern	43.64976	-79.42059	2017-11-02T18:30:00-0400	2017-11-02T21:00:00-0400	16	public	470875869947363
CN Tower Climb	43.642588685128	-79.387216463724	2017-11-05T08:30:00-0500	2017-11-05T12:30:00-0500	13	public	348644875574590
Presentation for Crescent Parents: Dr. Barry Craig	43.732651777421	-79.378993278694	2017-11-01T08:30:00-0400	2017-11-01T09:30:00-0400	0	public	277055216135556
QUIET Clubbing PARTY	43.6521323	-79.4075529	2017-11-03T22:00:00-0400	2017-11-04T03:00:00-0400	0	public	124551628229125
UofT wants $15&Fairness: Outreach at Jackman Law Building	43.6663799	-79.39341	2017-10-30T12:30:00-0400	2017-10-30T14:00:00-0400	7	public	886772718138418
Battle Round A — The Hideout	43.656493270582	-79.407334327698	2017-11-02T19:00:00-0400	2017-11-02T23:00:00-0400	0	public	289890904844681
Wednesday Concert Series	43.68154	-79.42533	2017-10-11T21:00:00-0400	2017-11-29T22:15:00-0500	1	public	158941174690206
Barista Level I - Toronto	43.66424	-79.41439	2017-10-30T13:30:00-0400	2017-10-30T17:30:00-0400	0	public	140101706579632
Error
IDEA 2017 - Interdisciplinary Design Competition	43.6578373	-79.3806087	2017-11-04T10:00:00-0400		31	public	864888980358443
Sketch and Soda Best Of	43.6452904	-79.3916779	2017-11-03T22:00:00-0400	2017-11-03T23:00:00-0400	14	public	1926274994362353
Paint with Moana	43.59579	-79.52892	2017-11-05T10:00:00-0500	2017-11-05T12:00:00-0500	3	public	1284830964960747
TS x Rose Aura: Good Vibes Only - Aura Photography Workshop	43.64675	-79.40714	2017-11-02T19:00:00-0400	2017-11-02T20:30:00-0400	4	public	811177052385339
Forrolloween	43.6613463	-79.4291837	2017-11-03T21:00:00-0400	2017-11-04T03:00:00-0400	18	public	184843065410803
CommuniTea	43.66058	-79.4005899	2017-09-22T13:50:00-0400	2017-12-15T14:40:00-0500	22	public	138180053469742
Baboo & Nibblet Present: 2017 Santa Claus Photo Sessions	43.6585404	-79.3531881	2017-11-02T10:00:00-0400	2017-11-05T17:00:00-0500	36	public	209626769492387
Use Your Words- The Power of Language in Teaching Movement	43.6469	-79.41755	2017-11-05T13:30:00-0500		0	public	278878409266309
Sextreme Fest 2017 by Lords of Acid	43.65897	-79.34876	2017-10-30T19:00:00-0400		302	public	417450128641646
Halloween Havoc!	43.67667	-79.35753	2017-10-31T21:30:00-0400	2017-10-31T22:30:00-0400	8	public	136599943654450
Devil's Night Scary-Oke at ReMix with Steve-Oh?!	43.64927	-79.42581	2017-10-30T22:00:00-0400	2017-10-31T10:00:00-0400	8	public	1546293535458555
Katy Perry: Witness The Tour	43.643269208632	-79.379430504235	2017-11-01T19:00:00-0400		354	public	1932498650318738
Michie Mee's Scorpio Bash (2) w Special Guest Monie Love	43.64821260000001	-79.3890949	2017-11-05T19:00:00-0500	2017-11-06T02:00:00-0500	60	public	1300683666710704
The Coronas at The Drake Hotel, Toronto	43.64328	-79.42459	2017-11-05T20:00:00-0500	2017-11-05T23:00:00-0500	27	public	1980541342175954
Barbara Jentschura – Staying Alkaline In An Acidic World	43.67774	-79.35284	2017-11-02T19:00:00-0400	2017-11-02T20:30:00-0400	6	public	296004454248253
Error
Seaborne w/ The NAIVE, The Accents at Smiling Buddha	43.65329	-79.42695	2017-11-04T19:30:00-0400	2017-11-04T22:00:00-0400	21	public	711636192364065
4 days away! Parov Stelar w/ DJ medicineman - Oct 31 - REBEL	43.64109	-79.35466	2017-10-31T19:00:00-0400	2017-11-01T00:00:00-0400	305	public	282700662200904
Rita Leistner: The Tree Planters	43.6496543	-79.4275605	2017-10-21T11:00:00-0400	2017-11-18T18:00:00-0500	67	public	148808759065461
Luke Michielsen & Jesse Maranger	43.65957	-79.43777	2017-11-05T20:30:00-0500	2017-11-06T00:00:00-0500	14	public	532537963751882
The Franklin Electric	43.65539	-79.41933	2017-11-02T19:00:00-0400		21	public	462230260816939
Agnès Varda & JR's Faces Places	43.64665	-79.39041	2017-10-27T12:00:00-0400	2017-11-10T21:35:00-0500	55	public	169378840308737
3人行吧！ 第三期	43.7673	-79.4146	2017-11-02T19:00:00-0400	2017-11-02T22:00:00-0400	36	public	2045871435635554
Elliott BROOD at The Horseshoe Tavern	43.6491	-79.39584	2017-11-03T20:00:00-0400	2017-11-03T23:59:00-0400	11	public	357335214679845
Lil Mont from The Ave Live	43.6500186	-79.4354036	2017-11-04T20:00:00-0400	2017-11-05T02:00:00-0500	0	public	502128243481678
I'VE GOT A Secret!	43.6822548	-79.3299921	2017-11-04T21:00:00-0400	2017-11-05T01:00:00-0400	19	public	811460649024958
Critical w/ Uforia, The Tired Flames & Tomorrow's Midnight	43.6562399	-79.4074	2017-11-04T18:00:00-0400	2017-11-04T22:00:00-0400	29	public	1960319640919814
Michie Mee's Scorpio Bash w Special Guest Monie Love	43.64821260000001	-79.3890949	2017-11-05T19:00:00-0500	2017-11-06T02:00:00-0500	42	public	1890563087627436
Pumice Raft: Toronto's Psychogeography, Spaces, and Places	43.67188	-79.38663	2017-11-04T15:00:00-0400	2017-11-04T16:00:00-0400	20	public	143303969610078
FaceToFaceGames.com Toronto Open (3K)	43.79395	-79.349047222222	2017-11-04T11:00:00-0400	2017-11-04T23:59:00-0400	23	public	466611910382617
Wizarding World in the Burrow	43.783519344459	-79.189195632935	2017-11-05T11:00:00-0500	2017-11-05T17:00:00-0500	2	public	2405443866348216
Kleinfeld Hudson's Bay In-Store Event	43.6517399	-79.38026	2017-11-03T10:00:00-0400	2017-11-05T18:00:00-0500	0	public	1921193594775680
Blood, Sweat & Queers Halloween Edition	43.66042	-79.43198	2017-10-31T21:00:00-0400	2017-11-01T02:30:00-0400	43	public	660316684166344
Virtual Reality Halloween Event | VR Vision Inc	43.6425	-79.387222222222	2017-10-27T18:00:00-0400	2017-10-31T22:00:00-0400	0	public	1698458366853860
TCC Sessions: Pointing to Interest	43.6483599	-79.41082	2017-11-01T19:00:00-0400	2017-11-01T20:00:00-0400	2	public	140869366548486
Sing Your Bliss Fall Dates	43.6871669	-79.3019801	2017-10-15T15:30:00-0400	2017-11-19T17:00:00-0500	5	public	347659279012861
Lil Crush Photography- TREE FARM MINI's	43.697696524251	-79.329442977905	2017-11-04T11:00:00-0400	2017-11-04T16:00:00-0400	0	public	1519952844738542
